ride_no,origin,destination,driver_netid,date,earliest_time,latest_time,seats_available,gas_price,comments
1066,"San Antonio, TX","Greenville, NC",ljh717,2020-12-14,06:00:20,14:05:24,3,41.84,
1067,"Dallas, TX","Tulsa, OK",asf495,2021-03-22,11:00:59,16:23:53,2,171,
1068,"Tucson, AZ","High Point, NC",rdv527,2020-10-17,04:13:35,14:11:04,2,78.49,
1069,"Virginia Beach, VA","San Antonio, TX",sui633,2020-07-05,00:38:51,13:39:28,3,85.8,
1070,"Chicago, IL","Fresno, CA",cne763,2020-06-19,04:05:23,17:05:34,4,80.21,
1071,"Virginia Beach, VA","Tucson, AZ",imv792,2020-08-08,11:36:03,16:15:38,3,100.03,Etiam pretium iaculis justo.
1072,"Sacramento, CA","Indianapolis, IN",mnu593,2021-02-02,00:09:25,17:17:54,4,162.64,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
1073,"Jacksonville, FL","Seattle, WA",tox558,2020-10-15,06:47:27,21:55:53,1,96.81,
1074,"Arlington, TX","Houston, TX",rah390,2020-10-24,00:14:19,20:40:07,4,53.63,Suspendisse accumsan tortor quis turpis.
1075,"Las Vegas, NV","Nashville, TN",joe228,2020-11-15,11:07:59,12:51:57,4,3.33,Quisque id justo sit amet sapien dignissim vestibulum.
1077,"Las Vegas, NV","Jacksonville, FL",ibv612,2020-09-10,02:05:17,14:56:53,4,3.5,
1078,"Asheville, NC","Tulsa, OK",diw478,2020-10-16,07:17:53,23:17:25,2,152.28,
1079,"Nashville, TN","Wichita, KS",gpj626,2020-08-28,05:19:21,17:16:24,3,164,
1080,"Mesa, AZ","San Jose, CA",abg753,2020-10-10,10:45:50,19:21:49,1,84.54,
1081,"Durham, NC","Louisville, KY",avo925,2020-09-24,07:19:33,15:41:44,3,95.59,
1082,"Charlotte, NC","San Francisco, CA",owt650,2021-04-19,01:59:33,23:08:41,4,87.18,Duis ac nibh.
1083,"Colorado Springs, CO","San Jose, CA",eut171,2020-05-19,11:39:55,19:50:36,4,146.93,Suspendisse potenti.
1084,city,"Charlotte, NC",gpj626,2020-08-01,11:57:02,15:09:11,3,58.01,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1085,"Wilmington, NC","Arlington, TX",nfi041,2021-03-03,07:10:04,18:48:47,3,7.95,Aliquam non mauris.
1086,"San Jose, CA","Arlington, TX",kru784,2020-07-04,05:29:22,16:47:34,3,153.76,
1088,"Detroit, MI","Los Angeles, CA",msu486,2021-02-27,08:08:06,16:24:33,3,169.67,Aliquam non mauris.
1089,"Cary, NC","Boston, MA",aep104,2021-02-20,09:19:32,13:39:13,2,28.42,
1090,"Mesa, AZ","Washington, DC",asf495,2021-03-11,00:54:00,20:23:49,3,168.69,
1091,"San Diego, CA","San Antonio, TX",acu427,2020-05-15,07:05:34,18:01:12,3,91.96,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
1092,"Myrtle Beach, SC","Durham, NC",yls389,2020-06-22,09:14:52,22:50:06,4,37.87,
1093,"Dallas, TX","Albuquerque, NM",hdg913,2020-11-01,09:20:17,17:17:54,4,80.88,
1094,"Aspen, CO","Chicago, IL",zos325,2020-07-06,08:58:56,23:47:53,4,130.28,
1095,"Aspen, CO","San Antonio, TX",ebr364,2020-08-21,06:37:23,19:45:52,1,85.72,
1096,"Columbus, OH",city,qjx865,2020-12-04,04:56:16,15:08:53,1,94.87,Quisque id justo sit amet sapien dignissim vestibulum.
1097,"Jacksonville, FL","Baltimore, MD",qzc385,2020-06-26,08:38:41,15:21:08,4,38.88,
1098,"Sacramento, CA","San Antonio, TX",itr920,2021-04-10,06:57:11,13:51:08,2,109.14,Fusce posuere felis sed lacus.
1099,"El Paso, TX","Jacksonville, FL",jad547,2021-03-02,03:36:05,23:26:09,2,67.74,
1100,"Colorado Springs, CO","San Jose, CA",njo463,2021-02-01,05:41:23,14:59:34,4,32,
1101,"Minneapolis, MN","Memphis, TN",wrl321,2020-09-14,06:36:26,23:55:53,4,11.35,Phasellus sit amet erat.
1102,"Denver, CO","Louisville, KY",vob801,2020-12-06,00:43:00,14:56:18,1,89.42,In hac habitasse platea dictumst.
1103,"Aspen, CO","Houston, TX",eol633,2021-01-01,11:24:08,17:30:30,2,21.01,
1104,"San Diego, CA","Houston, TX",aug042,2021-02-15,11:27:05,13:13:03,2,92.11,
1105,"San Francisco, CA","Denver, CO",fat265,2020-06-09,00:41:24,19:44:29,3,38.67,
1106,"Albuquerque, NM",city,emv139,2020-05-06,07:19:04,15:39:12,3,86.92,Ut at dolor quis odio consequat varius.
1107,"Aspen, CO","Minneapolis, MN",hgr149,2020-08-13,05:41:23,20:30:52,2,69.78,
1109,"Chicago, IL","New Orleans, LA",jfs111,2021-01-13,07:11:54,22:30:26,1,169.69,
1110,"Fresno, CA","Austin, TX",uca622,2021-04-07,00:06:04,19:25:12,2,47.85,
1111,"Arlington, TX","Milwaukee, WI",dnb167,2021-03-25,03:50:10,15:41:12,4,48.88,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
1112,"Memphis, TN","Houston, TX",gpk922,2020-10-19,08:05:55,18:11:17,4,115.62,Phasellus sit amet erat.
1113,"Greenville, NC","Colorado Springs, CO",hrb437,2021-01-06,06:26:33,20:58:23,3,25.81,
1114,"Arlington, TX","Sacramento, CA",oxs361,2020-07-25,08:59:32,18:31:58,4,193.02,
1115,"Louisville, KY","Fresno, CA",ule479,2021-04-20,00:04:39,17:31:26,4,25.43,Vivamus vestibulum sagittis sapien.
1116,"Minneapolis, MN","San Francisco, CA",xnp554,2020-09-24,08:16:53,13:36:20,2,72.08,Morbi non quam nec dui luctus rutrum.
1117,"Wichita, KS","El Paso, TX",ajb745,2020-09-12,09:20:07,23:39:23,2,153.15,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
1118,"Jacksonville, FL","New York, NY",zhb791,2021-02-16,00:27:05,14:48:34,4,178.7,
1119,"Chicago, IL","Colorado Springs, CO",kbs389,2021-01-15,10:36:10,21:32:29,4,197.78,
1120,city,"Las Vegas, NV",wry577,2020-05-15,10:11:16,12:49:51,4,21.02,Quisque id justo sit amet sapien dignissim vestibulum.
1121,city,"Long Beach, CA",fon472,2020-07-03,06:30:08,14:59:10,4,130.48,Aliquam non mauris.
1122,"Charlotte, NC","Chicago, IL",etx794,2021-03-28,06:43:17,12:12:29,2,38.63,Praesent blandit lacinia erat.
1123,"Sacramento, CA","Durham, NC",mga464,2020-07-22,10:33:01,17:57:15,3,19.16,Duis ac nibh.
1124,"Miami, FL","Winston-Salem, NC",pks889,2020-11-28,02:36:57,13:43:08,4,95.92,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
1125,"Milwaukee, WI",city,epj486,2020-06-01,04:53:26,21:51:58,4,56.8,
1126,"Denver, CO","Detroit, MI",aum274,2021-01-26,09:01:10,22:48:29,4,45.77,Pellentesque ultrices mattis odio.
1127,"Chicago, IL","Oakland, CA",nlw484,2020-11-20,02:49:52,19:19:31,3,120.55,Vivamus vel nulla eget eros elementum pellentesque.
1128,"Virginia Beach, VA","Seattle, WA",ecs194,2020-10-25,05:20:41,17:32:56,4,28.25,Nullam varius.
1129,"Baltimore, MD","Durham, NC",bwi934,2020-12-30,07:06:08,23:47:22,4,134.94,
1130,"Louisville, KY","Kansas City, MO",jru219,2020-08-16,09:40:53,14:05:56,4,1.7,
1131,"High Point, NC","Arlington, TX",cdu355,2020-09-11,01:09:46,20:01:21,4,49.62,Nulla facilisi.
1132,"Arlington, TX","Houston, TX",opl631,2020-05-12,02:22:08,14:07:30,3,154.35,
1134,"Winston-Salem, NC","Baltimore, MD",svg999,2021-01-29,11:29:58,23:53:29,3,85.78,Praesent blandit.
1135,"Tucson, AZ","Arlington, TX",gld644,2020-08-02,00:50:39,16:11:14,3,124.23,
1136,"Aspen, CO","New York, NY",zpc018,2021-02-23,06:04:33,18:23:48,4,73,Pellentesque at nulla.
1137,"San Francisco, CA","New Orleans, LA",kuo557,2020-05-19,02:11:42,21:03:11,4,72.99,In blandit ultrices enim.
1138,"Arlington, TX","Los Angeles, CA",kgt613,2020-10-10,00:40:03,17:08:51,3,27.12,Nulla mollis molestie lorem.
1140,"Denver, CO","Boston, MA",zqp345,2020-08-24,06:22:50,22:54:43,4,110.81,Nulla mollis molestie lorem.
1141,"Columbus, OH","Concord, NC",aqr849,2021-03-24,04:47:05,20:31:46,3,173.65,Phasellus sit amet erat.
1142,"New York, NY","Greensboro, NC",gal16,2020-06-21,11:35:03,20:55:43,1,189.7,Morbi non lectus.
1143,"San Jose, CA","Los Angeles, CA",twm607,2021-02-06,04:00:41,19:17:22,3,88.05,In eleifend quam a odio.
1144,"Kansas City, MO","New York, NY",ysz518,2021-01-31,03:43:15,18:56:22,4,83.16,
1145,"Greensboro, NC","Oakland, CA",qvi507,2021-01-05,02:46:32,14:21:03,4,179.14,
1146,"Aspen, CO","Austin, TX",fxl273,2020-10-04,03:56:48,22:14:24,4,4.84,
1147,"Long Beach, CA","Columbus, OH",iwj650,2020-09-29,02:22:00,12:47:11,4,172.49,
1148,"Atlanta, GA","New Orleans, LA",osp528,2020-10-04,05:27:41,13:01:56,1,47.95,
1149,city,"Fresno, CA",uca622,2020-10-17,11:51:13,19:49:45,4,12.81,Etiam pretium iaculis justo.
1150,"Denver, CO","San Diego, CA",klb032,2020-04-30,01:13:31,18:35:10,4,160.23,Nulla tellus.
1151,"New Orleans, LA","Myrtle Beach, SC",wsr702,2020-06-23,08:09:35,23:46:04,4,44.42,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
1216,"Wilmington, NC",city,ysz518,2020-06-15,05:36:36,14:46:44,4,128.82,
1217,"Arlington, TX","Wichita, KS",uaw907,2020-08-29,06:21:02,14:25:37,4,194.74,
1218,"Chicago, IL","Minneapolis, MN",wfk564,2021-03-06,06:17:28,16:30:43,3,141.48,
1219,"San Antonio, TX","Atlanta, GA",uiz435,2021-04-13,08:15:54,17:08:29,4,3.24,
1220,city,"New York, NY",abg753,2020-10-24,09:47:38,19:58:07,1,46.17,
1221,"Mesa, AZ","Detroit, MI",dxr213,2021-01-21,02:38:29,14:38:16,2,30.23,Aliquam erat volutpat.
1222,"Boston, MA","Concord, NC",uca622,2020-07-13,03:52:06,17:47:18,1,31.21,Duis ac nibh.
1223,"Jacksonville, FL","Miami, FL",udp497,2021-04-17,02:48:25,20:20:22,4,144.19,Quisque ut erat.
1224,"Virginia Beach, VA","Austin, TX",kra902,2020-05-26,08:06:39,12:28:14,3,176.29,
1225,"Tucson, AZ","Memphis, TN",thm990,2020-10-23,05:42:47,18:55:19,4,33.29,
1226,"High Point, NC","Arlington, TX",qdp489,2020-11-04,01:19:30,19:02:39,4,58.71,Etiam justo.
1227,"Concord, NC","Oakland, CA",dmz815,2020-12-06,10:58:37,13:21:46,2,102.06,
1228,"Albuquerque, NM","Fresno, CA",zcd432,2020-08-13,01:28:57,19:54:02,4,56.74,In hac habitasse platea dictumst.
1229,"Kansas City, MO","Mesa, AZ",eaq248,2020-11-28,06:30:29,18:26:35,2,6.68,
1230,"Fresno, CA","Seattle, WA",rtj567,2020-09-20,02:54:59,23:10:14,2,67.66,In eleifend quam a odio.
1231,"Seattle, WA","Tucson, AZ",ore779,2021-02-19,03:06:16,22:11:47,3,132.25,Nam dui.
1232,"Miami, FL","Wilmington, NC",pty976,2020-09-14,08:20:21,20:24:08,2,72.72,Nullam porttitor lacus at turpis.
1233,"San Diego, CA","Las Vegas, NV",aho217,2020-10-07,10:02:31,21:24:27,3,140.48,
1234,"Baltimore, MD","Chicago, IL",kru784,2020-09-06,07:56:44,23:18:56,3,87.06,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
1235,"Myrtle Beach, SC","Houston, TX",bom306,2021-03-09,03:09:34,15:16:52,4,152.86,
1236,"Denver, CO","Memphis, TN",fbv528,2021-01-31,02:30:42,22:55:54,4,88.91,
1237,"El Paso, TX","Kansas City, MO",oxb138,2020-05-27,11:39:49,13:17:41,3,92.17,
1238,"Aspen, CO","Boston, MA",nqj544,2021-03-29,11:45:05,19:46:26,3,183.36,Nunc nisl.
1239,"Boston, MA","Albuquerque, NM",msu486,2020-12-07,11:51:53,17:37:15,4,190.13,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
1240,"Tucson, AZ","San Francisco, CA",gjh508,2020-05-12,03:44:37,21:07:32,1,84.51,
1241,"Seattle, WA","Memphis, TN",who809,2021-04-21,11:07:45,21:34:53,3,113.05,
1242,"Chicago, IL",city,dxf715,2020-07-24,07:25:25,21:39:39,4,152.14,
1243,"Sacramento, CA","Asheville, NC",brh162,2021-04-14,03:00:58,12:01:30,4,56.55,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
1244,"New York, NY","Fresno, CA",hko498,2020-09-06,03:11:16,12:54:11,4,52.37,
1245,"Kansas City, MO","Denver, CO",ywg077,2020-05-24,05:05:59,17:37:48,4,5.19,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1246,"Los Angeles, CA","Baltimore, MD",xnp554,2020-10-13,02:21:26,15:23:40,2,57.18,
1247,"Colorado Springs, CO","Durham, NC",ehz420,2020-11-11,03:45:28,21:12:09,3,66.97,
1248,"Atlanta, GA","Colorado Springs, CO",ufh037,2020-09-16,05:52:48,19:27:03,2,133.32,In sagittis dui vel nisl.
1249,"Detroit, MI","Atlanta, GA",fuv040,2020-08-21,08:46:43,16:06:45,4,144.49,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1250,"Sacramento, CA","Louisville, KY",jwa124,2021-01-12,10:01:03,20:48:38,3,17.53,
1251,"Winston-Salem, NC","High Point, NC",tpu611,2020-08-04,06:46:36,23:13:48,4,153.68,
1252,"Los Angeles, CA","Baltimore, MD",asf495,2021-04-04,04:46:37,21:20:46,3,146.59,
1253,"New Orleans, LA","Wilmington, NC",oea446,2020-08-17,10:25:27,14:27:31,3,20.97,
1254,"Chicago, IL","San Diego, CA",dax506,2020-08-24,08:11:22,12:58:45,1,83.26,
1255,"San Diego, CA","Memphis, TN",atv177,2021-04-16,09:22:49,19:13:46,1,152.32,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
1256,"Indianapolis, IN","Louisville, KY",iwj650,2021-03-30,00:46:53,16:57:09,4,81.37,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
1257,"Wilmington, NC","Greensboro, NC",abl148,2021-04-04,00:07:58,12:43:21,3,82.06,
1258,"Charlotte, NC","Detroit, MI",fwk879,2020-11-22,10:59:17,19:31:13,2,153.41,
1259,"High Point, NC","San Jose, CA",lnx291,2020-09-23,01:32:20,19:52:29,4,181.77,
1260,"Denver, CO","Tulsa, OK",acx460,2020-04-30,06:08:44,18:25:01,2,89.38,
1261,"Myrtle Beach, SC","Charlotte, NC",pqn397,2021-04-04,00:33:29,16:16:13,2,126.63,Sed sagittis.
1262,"San Francisco, CA","Fresno, CA",xau586,2020-08-05,03:41:23,20:50:18,4,121.35,
1263,"Greensboro, NC","Myrtle Beach, SC",qxd288,2020-09-13,03:41:55,23:11:41,4,175.67,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
1264,"Nashville, TN","Kansas City, MO",kei235,2020-08-09,03:43:32,14:30:14,2,177.88,
1265,"Albuquerque, NM","Miami, FL",duw246,2021-04-20,03:15:13,13:07:18,4,120.63,Suspendisse potenti.
1266,"San Jose, CA","San Francisco, CA",hbq407,2020-07-30,05:51:53,20:18:31,4,139.18,
1267,"Cary, NC","Denver, CO",lno496,2021-01-29,01:04:49,12:26:30,4,69.82,Nunc purus.
1268,"Colorado Springs, CO","San Jose, CA",iwu710,2020-07-18,06:40:40,19:15:04,3,99.24,
1269,"Denver, CO","San Diego, CA",qwk040,2020-10-25,09:38:47,21:56:20,4,76.64,Vivamus vestibulum sagittis sapien.
1270,"Kansas City, MO","Tucson, AZ",izj324,2021-02-18,01:02:45,20:45:55,4,196.43,
1271,"Cary, NC","Kansas City, MO",ccc12,2020-06-10,11:05:51,12:13:52,1,19.06,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
1272,"San Antonio, TX","Aspen, CO",atd133,2021-04-21,06:52:07,18:53:36,4,73.62,
1273,"El Paso, TX","Concord, NC",yaw584,2020-11-20,06:42:18,22:20:56,4,21.91,
1274,"Houston, TX","Winston-Salem, NC",flz085,2020-12-23,11:37:04,18:38:23,4,5.63,Mauris sit amet eros.
1275,"Jacksonville, FL","Los Angeles, CA",ylm060,2020-06-05,00:13:10,16:05:34,1,185,
1276,"Charlotte, NC","Atlanta, GA",uvt132,2020-12-14,05:05:34,19:11:42,2,162.16,
1277,"Dallas, TX","Long Beach, CA",dcg397,2021-02-18,02:42:24,20:55:16,1,20.48,Aenean auctor gravida sem.
1278,"Miami, FL","Los Angeles, CA",thm990,2020-09-03,10:22:30,12:18:28,4,89.91,
1279,"Winston-Salem, NC","Louisville, KY",oik377,2021-04-20,11:26:40,18:00:26,3,117.84,
1280,"San Diego, CA","Atlanta, GA",kwh110,2020-07-05,11:18:56,13:04:54,2,10.24,Nullam varius.
1281,"Winston-Salem, NC","Tulsa, OK",vtp840,2021-02-17,04:08:08,23:46:41,4,49.41,
1282,"Long Beach, CA","New Orleans, LA",aqr849,2020-07-07,08:04:12,22:22:55,4,86.69,Integer ac leo.
1283,"Los Angeles, CA","Albuquerque, NM",tmn375,2021-02-22,06:43:35,23:29:12,2,92.55,Aliquam sit amet diam in magna bibendum imperdiet.
1284,"Baltimore, MD","Sacramento, CA",lhr174,2020-07-31,01:58:44,19:47:50,3,185.23,
1285,"Las Vegas, NV","Tucson, AZ",ysx010,2021-03-31,03:51:15,16:02:52,4,177.03,
1286,"Indianapolis, IN","Charlotte, NC",flg785,2020-09-02,06:15:46,21:23:22,4,115.67,
1287,"Kansas City, MO","San Jose, CA",opl631,2020-05-27,02:32:44,14:24:22,4,40.71,Morbi ut odio.
1288,"Kansas City, MO","Tulsa, OK",afy499,2021-03-17,09:37:07,20:47:54,4,190.01,Phasellus sit amet erat.
1289,"Myrtle Beach, SC","Winston-Salem, NC",qzc385,2020-12-24,09:40:35,22:22:17,3,181.54,
1290,"Fresno, CA","Milwaukee, WI",xmk470,2021-02-23,10:58:12,14:44:39,3,175.99,
1291,"Durham, NC","New York, NY",kiv114,2021-02-16,10:53:07,12:18:22,3,177.38,Donec dapibus.
1292,"Jacksonville, FL","New York, NY",hyg402,2020-09-13,02:56:32,20:40:21,4,40.54,
1293,"Indianapolis, IN","Miami, FL",hke881,2020-05-16,03:27:24,12:15:14,4,15.28,
1294,"Albuquerque, NM","Jacksonville, FL",cdu355,2020-07-27,10:06:21,22:34:02,2,22.96,Vestibulum ac est lacinia nisi venenatis tristique.
1295,"Houston, TX","San Antonio, TX",lhr174,2020-05-23,01:03:06,20:06:27,4,96.41,Integer tincidunt ante vel ipsum.
1296,"Oakland, CA","Memphis, TN",pai306,2020-06-25,11:08:13,22:46:50,3,194.94,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
1297,"Memphis, TN","Myrtle Beach, SC",bqr122,2020-12-29,10:25:11,19:01:19,4,120.58,Nunc purus.
1298,"Atlanta, GA","Wichita, KS",xtj091,2021-02-22,04:11:13,15:47:09,4,37.33,
1299,"San Francisco, CA","Albuquerque, NM",fgy228,2021-03-18,02:26:14,12:12:25,2,14.69,
1300,"Denver, CO","Miami, FL",atv177,2021-01-24,02:05:35,19:50:48,3,91.31,Morbi a ipsum.
1301,"Greenville, NC","Tucson, AZ",yjb625,2020-06-29,09:58:20,13:58:37,3,8.74,
1302,"Durham, NC","Los Angeles, CA",vpr497,2020-07-13,10:47:51,21:56:19,2,20.72,Maecenas rhoncus aliquam lacus.
1303,"El Paso, TX","San Antonio, TX",iny862,2020-09-25,04:02:23,13:14:18,4,129.12,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
1304,"Baltimore, MD","Asheville, NC",byo010,2020-05-25,02:26:58,14:40:46,3,76.61,
1305,"Durham, NC","Chicago, IL",tcp288,2020-09-25,02:14:54,14:27:14,4,169.49,
1306,"Albuquerque, NM","Wichita, KS",tns157,2020-04-29,03:02:39,23:33:50,2,82.22,Maecenas pulvinar lobortis est.
1307,"San Diego, CA","Asheville, NC",owt650,2021-01-14,05:10:53,19:58:09,3,4.14,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
1308,"Houston, TX","Los Angeles, CA",qip466,2021-03-20,03:36:06,13:47:02,4,193.74,Nam tristique tortor eu pede.
1309,"Indianapolis, IN","Miami, FL",bta752,2020-08-01,08:19:45,16:51:39,4,152.69,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
1310,"Detroit, MI","New Orleans, LA",hkx288,2020-04-29,05:22:08,15:16:40,3,85.52,
1311,"Las Vegas, NV","Long Beach, CA",xbj545,2020-10-15,06:30:51,17:15:04,2,18.24,
1312,"Las Vegas, NV","Boston, MA",wcr650,2020-11-23,10:30:40,14:31:52,4,112.41,
1313,"Winston-Salem, NC","San Antonio, TX",yrq542,2020-07-03,03:21:35,12:15:10,3,71.37,
1314,"Durham, NC","Tulsa, OK",mga464,2021-01-20,01:54:26,16:11:39,3,176.78,Donec vitae nisi.
1315,"Baltimore, MD","Charlotte, NC",dmz815,2021-02-14,00:00:42,18:08:01,4,126.54,Donec vitae nisi.
1316,"Concord, NC","Houston, TX",iqu416,2020-07-17,04:54:23,15:35:45,4,130.87,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
1317,"Myrtle Beach, SC","Nashville, TN",usd601,2021-02-18,03:14:24,14:32:16,4,172.56,
1318,"Tulsa, OK","Jacksonville, FL",goq763,2020-08-26,10:58:51,23:17:22,3,24.02,
1319,"Fresno, CA","Washington, DC",yrh743,2021-04-21,00:52:59,23:49:48,4,3.2,
1320,"Austin, TX","Louisville, KY",lsz586,2021-01-05,06:16:23,17:19:36,4,189.62,
1321,"Greenville, NC","Concord, NC",gdv764,2021-01-15,06:03:18,21:21:36,2,90.35,Pellentesque at nulla.
1322,"San Antonio, TX","Chicago, IL",yif577,2020-06-05,04:35:48,14:06:27,2,52.44,Proin at turpis a pede posuere nonummy.
1323,"Wilmington, NC","Washington, DC",zbm329,2020-06-24,08:59:35,21:17:25,3,184.57,Vivamus in felis eu sapien cursus vestibulum.
1324,"Milwaukee, WI","Long Beach, CA",itx536,2020-08-10,11:39:01,15:29:10,4,172.79,Vestibulum rutrum rutrum neque.
1325,"Sacramento, CA","Wilmington, NC",eap063,2020-05-18,10:07:32,22:39:05,1,150.85,Sed vel enim sit amet nunc viverra dapibus.
1326,"New Orleans, LA","Memphis, TN",oxg579,2020-10-12,08:40:50,16:33:11,4,156.16,
1327,"Miami, FL","Colorado Springs, CO",lew278,2020-05-01,07:16:32,13:09:40,4,28.73,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
1328,"Houston, TX","Tulsa, OK",alj835,2020-09-14,04:42:59,14:40:05,1,100.54,
1329,"Milwaukee, WI","Austin, TX",kdg573,2021-01-17,04:57:52,12:08:46,4,134.5,Etiam faucibus cursus urna.
1330,"Jacksonville, FL","Concord, NC",yal223,2020-12-31,11:07:13,14:34:03,3,183.05,Duis ac nibh.
1331,"Arlington, TX","Dallas, TX",uxc452,2020-05-03,06:59:44,14:12:58,3,44.13,Aliquam sit amet diam in magna bibendum imperdiet.
1332,"New York, NY","Indianapolis, IN",keh616,2020-11-30,04:19:31,18:22:03,3,198.19,
1333,"Milwaukee, WI","Mesa, AZ",khs11,2021-03-26,00:49:44,20:46:24,4,103.13,
1334,"Indianapolis, IN","Houston, TX",acu427,2020-07-03,07:36:40,19:00:36,4,6.88,Praesent lectus.
1335,"Aspen, CO","Greenville, NC",tnx906,2020-11-23,00:12:47,15:51:03,3,105.19,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
1336,"Virginia Beach, VA","San Francisco, CA",grq648,2020-08-03,09:27:06,23:22:08,3,27.99,In blandit ultrices enim.
1337,"Tucson, AZ","Long Beach, CA",shq326,2020-09-19,11:37:36,21:12:29,4,92.29,Ut tellus.
1338,"Chicago, IL","Winston-Salem, NC",xnq312,2020-09-25,03:13:22,21:23:27,4,165.34,
1339,"Greensboro, NC","Los Angeles, CA",tpu611,2021-04-17,02:45:36,12:29:40,4,128.72,Nulla ac enim.
1340,"Las Vegas, NV","San Diego, CA",hqy754,2020-08-04,01:48:50,13:54:11,4,17.14,
1341,"Detroit, MI","Concord, NC",ywg077,2020-09-08,08:00:54,20:36:44,2,113.78,Fusce posuere felis sed lacus.
1342,"Seattle, WA","Durham, NC",yod694,2021-04-05,08:11:28,16:55:08,4,12.9,Donec semper sapien a libero.
1343,"Louisville, KY","Detroit, MI",qep176,2020-12-17,01:44:05,19:45:01,1,77.24,Mauris lacinia sapien quis libero.
1344,"Miami, FL","Wichita, KS",usa228,2021-01-27,04:51:31,17:49:57,3,167.76,
1345,"Memphis, TN","El Paso, TX",dcg397,2020-05-11,02:21:59,19:20:09,1,164.3,Etiam vel augue.
1346,"Boca Grande, FL","Cary, NC",njh246,2020-08-10,06:34:12,14:24:41,4,167.73,
1347,"Tulsa, OK","Indianapolis, IN",twp327,2020-05-04,03:49:11,16:40:58,4,61.89,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
1348,"Wichita, KS","High Point, NC",fwj075,2020-06-15,07:01:09,19:13:18,4,122.66,Morbi quis tortor id nulla ultrices aliquet.
1349,"Greenville, NC","Asheville, NC",ges353,2020-09-01,08:08:09,23:32:55,3,80,Aliquam sit amet diam in magna bibendum imperdiet.
1350,"Cary, NC","San Antonio, TX",ght802,2020-05-26,04:12:43,12:16:54,4,148.78,
1351,"Asheville, NC","Memphis, TN",umh009,2021-04-06,00:05:07,20:57:15,4,151.04,
1352,"Baltimore, MD","Louisville, KY",kxe654,2020-07-21,09:10:23,13:59:54,3,112.23,
1353,"Fresno, CA","Seattle, WA",kas220,2020-06-17,00:20:29,14:15:49,2,124.35,Maecenas rhoncus aliquam lacus.
1354,"Virginia Beach, VA","Asheville, NC",lsz586,2020-12-05,05:39:31,13:03:11,1,4.87,
1355,"Arlington, TX","Seattle, WA",yaf425,2020-08-16,04:18:44,12:58:32,4,69.71,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
1356,"Jacksonville, FL","El Paso, TX",byo010,2021-03-31,00:44:40,14:29:46,1,14.08,
1357,"Greensboro, NC",city,alx392,2021-01-29,04:17:18,16:38:17,4,146.79,Nullam sit amet turpis elementum ligula vehicula consequat.
1358,"Washington, DC","San Jose, CA",juq366,2020-10-22,01:39:24,13:08:50,2,59.6,
1359,"Jacksonville, FL","Colorado Springs, CO",uch426,2020-09-08,02:27:22,12:47:33,4,8.51,
1360,"Miami, FL","Myrtle Beach, SC",rhi544,2020-08-27,11:34:18,14:09:59,2,149.33,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
1361,"Albuquerque, NM","Greenville, NC",ehz420,2020-09-14,09:32:13,18:17:12,4,103.69,
1363,"Colorado Springs, CO","San Antonio, TX",xgs862,2021-03-16,10:25:09,20:33:01,1,3.56,
